"UserID","CountryID","LanguageID","Gender","Age","Dep1Date","ReasonCA","Group","Split"
1368270,276,2,1,35,2005-02-18,2,"A","A3"
1368271,792,7,1,29,2005-02-22,2,"A","A3"
1368302,276,2,1,34,2005-02-18,1,"B","B4"
1368940,276,2,1,30,2005-03-01,2,"B","B4"
1368959,276,2,1,22,2005-02-18,3,"A","A4"
1368984,276,2,1,30,2005-02-18,2,"A","A4"
1369045,250,6,1,26,2005-02-18,3,"A","A3"
1369050,792,7,1,18,2005-02-20,3,"A","A4"
1369051,276,2,1,34,2005-02-18,2,"A","A4"
1369066,276,2,1,24,2005-02-23,1,"B","B4"
1369120,724,4,1,24,2006-01-14,2,"A","A4"
1369960,276,2,0,29,2005-02-25,2,"B","B4"
1370016,300,8,1,19,2005-02-22,2,"A","A4"
1370146,276,2,1,46,2006-03-16,1,"A","A4"
1370171,300,8,1,33,2005-02-19,1,"B","B4"
1370228,250,6,1,24,2005-02-19,2,"B","B4"
1370242,276,2,1,20,2005-03-23,2,"B","B4"
1370348,276,2,1,24,2005-02-19,2,"A","A4"
1370561,276,2,1,32,2005-04-12,2,"B","B4"
1371274,792,7,1,19,2005-02-19,3,"B","B3"
1371468,276,2,0,40,2005-02-27,2,"A","A4"
1371494,276,2,1,54,2005-03-01,2,"A","A3"
1371495,276,2,1,28,2005-02-27,2,"A","A4"
1371508,276,2,1,34,2005-02-19,2,"B","B4"
1371573,276,2,1,19,2005-02-25,3,"A","A1"
1371577,276,2,1,46,2005-06-21,3,"A","A3"
1371852,276,2,1,32,2005-02-19,2,"A","A4"
1371950,792,7,1,24,2005-02-19,2,"A","A4"
1372074,276,2,1,36,2005-03-30,2,"A","A4"
1372255,792,7,0,24,2005-02-19,2,"B","B4"
1372276,756,2,1,24,2005-02-19,2,"A","A3"
1372372,752,5,1,21,2005-02-25,2,"A","A4"
1372425,276,2,1,22,2005-05-04,3,"A","A4"
1372662,276,2,1,29,2005-03-01,1,"A","A4"
1372914,276,2,1,24,2005-02-23,2,"B","B4"
1373080,40,2,1,30,2005-02-20,3,"B","B4"
1373238,276,2,1,27,2005-04-05,2,"A","A4"
1373270,792,7,1,43,2005-02-25,3,"B","B4"
1373383,724,4,1,29,2005-02-20,3,"A","A4"
1373458,616,9,1,29,2005-02-22,3,"A","A3"
1373542,276,2,1,32,2005-02-20,2,"A","A3"
1373623,380,3,1,33,2005-04-05,1,"A","A4"
1373669,276,2,1,24,2005-05-13,2,"A","A3"
1373979,276,2,1,32,2005-02-20,2,"B","B3"
1374313,276,2,1,18,2005-02-20,3,"B","B3"
1374366,792,7,1,24,2005-03-01,3,"B","B4"
1374593,276,2,1,21,2005-02-20,3,"A","A4"
1374693,724,4,1,26,2005-05-25,1,"B","B2"
1374704,276,2,1,19,2005-02-20,3,"B","B4"
